naas_cd,naas_nm,naas_ch_nm,naas_en_nm,birth_dt,party,district,district_type,committee,belonging_committee,election_type,gender,phone,email,website,office,photo_url,bio,era
3226963Z,김장곤,金莊坤,"Kim, Jang-kon",1938-11-11,민주당,"전남 나주시,군",지역구,,"예산결산특별위원회, 우루과이라운드대책을위한특별위원회, 농림수산위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3226963Z.jpg,,제14대
LBW3224V,김장섭,金長涉,,1910-08-17,자유당/무소속/민주공화당/민주공화당,"경북 영일군을/경북 2부/경북 포항시,영일,울릉군/경북 포항시,영일,울릉군",지역구/지역구/지역구/지역구,,"한일간조약과제협정비준동의안심사특별위원회, 예산결산특별위원회, 국회운영위원회, 국공유지등부정불하진상조사특별위원회, 농림위원회/법제사법위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/LBW3224V.jpg,,"제4대, 제5대, 제6대, 제7대"
H6Z15266,김장수,金章洙,Kim Jang Soo,1948-02-26,한나라당,비례대표,비례대표,,"남북관계발전특별위원회, 국방위원회, 예산결산특별위원회, 국군부대의유엔레바논평화유지군(UNIFIL)파견연장동의안심사특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/H6Z15266.jpg,,제18대
JP019849,김장숙,金長淑,"Kim, Jang-sook",1934-03-25,민주정의당/민주정의당,,전국구/전국구,,"보건사회위원회/예산결산특별위원회, 보건사회위원회, 경제과학위원회",재선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/JP019849.jpg,,"제12대, 제13대"
CHN4172Q,김장실,金長實,KIM Jang-sil,1956-03-15,새누리당,비례대표,비례대표,,"안전행정위원회, 예산결산특별위원회, 교육문화체육관광위원회, 미래창조과학방송통신위원회, 문화체육관광방송통신위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/CHN4172Q.jpg,,제19대
4244350V,김장열,金長烈,,1898-05-24,무소속,전남 완도,지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/4244350V.jpg,,제헌
M3Z17237,김재경,金在庚,KIM JAEKYUNG,1961-10-10,한나라당/한나라당/새누리당/새누리당,경남 진주시을/경남 진주시을/경남 진주시을/경남 진주시을,지역구/지역구/지역구/지역구,,"대법관(차한성)임명동의에관한인사청문특별위원회, 예산결산특별위원회, 헌법재판소장(전효숙)임명동의및헌법재판소재판관(목영준,이동흡)선출에관한인사청문특별위, 민족화해와번영을위한남북평화통일특별위원회, 대법관(김능환,박일환,안대희,이홍훈,전수안)임명동의에관한인사청문특별위원회, 2012년여수세계박람회유치특별위원회, 지방행정체제개편특별위원회, 건설교통위원회, 헌법재판소재판관(조대현)선출에관한인사청문특위, 대법관(양승태)임명동의에관한인사청문특별위원회, 중국의고구려사왜곡대책특별위원회, 산업자원위원회, 법제사법위원회, 윤리특별위원회/기후변화대응·녹색성장특별위원회, 예산결산특별위원회, 국무총리(김황식) 임명동의에 관한 인사청문특별위원회, 여성가족위원회, 지식경제위원회, 세계박람회지원특별위원회, 중앙선거관리위원회위원(이한구)선출에 관한 인사청문특별위원회, 2012년 여수세계박람회지원특별위원회, 기획재정위원회, 윤리특별위원회, 대법관(양창수) 임명동의에 관한 인사청문특별위원회, 공기업관련대책특별위원회/환경노동위원회, 법제사법위원회, 미래창조과학방송통신위원회, 윤리특별위원회, 중앙선거관리위원회 위원(김용호·이상환) 선출에 관한 인사청문특별위원회, 지방자치발전 특별위원회, 헌법재판소 재판관 후보자를 겸한 헌법재판소장(이동흡) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 정무위원회/외교통일위원회, 헌법개정 및 정치개혁 특별위원회, 미세먼지 대책 특별위원회, 과학기술정보방송통신위원회, 헌법개정 특별위원회, 정치발전 특별위원회, 미래창조과학방송통신위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/M3Z17237.jpg,,"제17대, 제18대, 제19대, 제20대"
5GF49809,김재곤,金裁坤,,1912-08-10,자유당/민주당/민주당,경기 인천시갑/경기 인천시갑/경기 인천갑,지역구/지역구/지역구,,"상공위원회, 교통체신위원회/상공위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/5GF49809.jpg,,"제3대, 제4대, 제5대"
DSL4089Q,김재광,金在光,"Kim, Jae-kwang",1922-05-21,민정당/신민당/신민당/무소속/신민당/신한민주당/통일민주당/민주자유당,"서울 서대문구갑/서울 서대문구갑/서울 서대문구갑/서울 서대문구/서울 서대문구/서울 서대문,은평구/서울 은평구을",지역구/지역구/지역구/지역구/지역구/지역구/지역구/전국구,,"한일간조약과제협정비준동의안심사특별위원회, 국회운영위원회/예산결산특별위원회, 특별국정감사특별위원회, 국회운영위원회, 재정경제위원회, 건설위원회/경제과학위원회, 보건사회위원회, 국회상임위원회위원정수에관한규칙중개정안기초특별위원회/교통체신위원회, 재무위원회, 예산결산특별위원회, 경제과학위원회/교통체신위원회/문교공보위원회/동력자원위원회, 노동위원회, 보건사회위원회/상공위원회, 법제사법위원회, 보건사회위원회",8선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/DSL4089Q.jpg,,"제6대, 제7대, 제8대, 제9대, 제10대, 제12대, 제13대, 제14대"
FED17239,김재규,金裁圭,,1926-03-06,유신정우회,,통일주체국민회의,,국방위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/FED17239.jpg,,제9대
IKQ8876M,김재균,金載均,Kim Jae Kyun,1952-10-17,통합민주당,광주 북구을,지역구,,"기후변화대응·녹색성장특별위원회, 일자리만들기특별위원회, 기후변화대책특별위원회, 외교통상통일위원회, 일자리창출 및 중소기업경쟁력특별위원회, 지식경제위원회, 국회법및국회상임위원회위원정수에관한규칙개정특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/IKQ8876M.jpg,,제18대
57B28032,김재섭,金宰燮,KIM JAESUB,1987-06-28,국민의힘,서울 도봉구갑,지역구,"정무위원회, 연금개혁 특별위원회","정무위원회, 연금개혁 특별위원회",초선,남,02-784-3851,dobongstar24@naver.com,https://blog.naver.com/dobongstar24,의원회관 433호,https://www.assembly.go.kr/static/portal/img/openassm/new/4dda6952ecb54d03a2bfc80764322300.png,2024.5~ 제22대 국회의원 (서울 도봉구갑/국민의힘) 2020.9~2024.1 국민의힘 서울특별시당 도봉갑 당협위원장 2020.9~2021.6 국민의힘 비상대책위원회 위원 미래통합당 서울특별시당 도봉갑 당협위원장 2020.6~2020.9 미래통합당 비상대책위원회 위원 2020.1~2020.2 같이오름 창당준비위원회 위원장,제22대
63S5844T,김재소,金在紹,,1916-01-09,민주공화당,"경기 김포,강화",지역구,,"국방위원회, 내무위원회, 보건사회위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/63S5844T.jpg,,제7대
NPZ9074T,김재순,金在淳,"Kim, Jai-son",1923-11-30,민주당/민주공화당/민주공화당/민주공화당/유신정우회/민주정의당/민주자유당,"강원 양구/강원 철원,화천,양구/강원 철원,화천,양구/강원 철원,화천,양구/강원 철원,화천/강원 철원,화천",지역구/지역구/지역구/지역구/통일주체국민회의/지역구/지역구,,"상공위원회/상공위원회, 예산결산특별위원회, 재정경제위원회/재정경제위원회, 국방위원회/국방위원회, 국회상임위원회위원정수에관한규칙중개정안기초특별위원회/재무위원회/경제과학위원회/경제과학위원회",7선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/NPZ9074T.jpg,,"제5대, 제6대, 제7대, 제8대, 제9대, 제13대, 제14대"
2SN3046U,김재식,金在植,,1923-11-20,민주공화당,"전남 영광,장성,함평군",지역구,,"예산결산특별위원회, 국방위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/2SN3046U.jpg,,제10대
S7O71101,김재연,金在姸,KIM Jae Yeon,1980-10-30,통합진보당,비례대표,비례대표,,"안전행정위원회, 여성가족위원회, 창조경제활성화 특별위원회, 기획재정위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/S7O71101.jpg,,제19대
WJI3703H,김재영,金在映,,1934-12-24,민주한국당,"서울 마포,용산구",지역구,,"국회운영위원회, 예산결산특별위원회, 재무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/WJI3703H.jpg,,제11대
QZU9232M,김재원,金在原,KIM JAEWON,1964-12-20,한나라당/새누리당/자유한국당,"경북 군위,의성군/경북 군위군의성군청송군/경북 상주시군위군의성군청송군",지역구/지역구/지역구,,"중앙선거관리위원회위원(유승삼,제갈융우)선출에관한인사청문특별위원회, 서해안유류오염사고대책특별위원회, 행정자치위원회, 헌법재판소장(전효숙)임명동의및헌법재판소재판관(목영준,이동흡)선출에관한인사청문특별위, 한·미자유무역협정(FTA)체결대책특별위, 국무총리(한명숙)임명동의에관한인사청문특별위원회, 법제사법위원회, 대법관(김황식)임명동의에관한인사청문특별위원회, 대법관(박시환)임명동의에관한인사청문특별위원회, 쌀관세화유예연장협상의실태규명을위한국정조사특별위, 독도수호및일본의역사교과서왜곡대책특별위원회, 규제개혁특별위원회, 예산결산특별위원회, 이라크내테러집단에의한한국인피살사건관련진상조사특별위원회, 농림해양수산위원회, 국무총리(이해찬)임명동의에관한인사청문특별위원회/국회운영위원회, 보건복지위원회, 국가정보원등 국가기관의 정치적 중립성 강화를 위한 제도개선 특별위원회, 감사원장(황찬현) 임명동의에 관한 인사청문특별위원회, 국가정보원 댓글 의혹 사건 등의 진상규명을 위한 국정조사특별위원회, 정치쇄신 특별위원회, 농림축산식품해양수산위원회, 헌법재판소 재판관(강일원·김이수·안창호) 선출에 관한 인사청문특별위원회, 농림수산식품위원회/예산결산특별위원회, 정치개혁 특별위원회, 에너지 특별위원회, 문화체육관광위원회, 교육문화체육관광위원회, 정치개혁 특별위원회, 국토교통위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/QZU9232M.jpg,,"제17대, 제19대, 제20대"
DMP1439I,김재원,金載原,KIM JAEWON,1975-08-02,조국혁신당,비례대표,비례대표,"문화체육관광위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회","문화체육관광위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",초선,여,02-784-7451,jwk@rebuildingk.kr,https://www.riaa.co.kr,의원회관 553호,https://www.assembly.go.kr/static/portal/img/openassm/new/4d3cf1dcfb23411b9ec4bf562f5fe08b.jpg,[경력] 2025.04. ~ 제22대 국회 APEC 정상회의 지원 특별위원회 위원 2024.07. ~ 조국혁신당 문화예술특별위원회 위원장 2024.06. ~ 제22대 국회 문화체육관광위원회 위원 2024.5~ 제22대 국회의원 (비례대표/조국혁신당) 2023.4~2024.5 촛불연대 대표 2022.9~2024.5 바른음원협동조합 이사장 2021.10~2023.10 경기문화재단 이사 2021.10~2022.10 한국음악저작권협회 고충처리위원회 위원 2019.8~2020.2 대경대학교 실용음악과 전임교수 2016.3~2019.2 중부대학교 실용음악과 겸임교수 2008.3~2008.12 백제예술대학교 전통공연예술과 겸임교수 2006.7 동물사랑실천협회 홍보대사 [학력] 고려대학교 대학원 문화콘텐츠 석사 디지털서울문화예술대학교 백제예술대학교 동명여자고등학교 [수상] 2025 한국음악저작권협회 문화예술발전상 2024 시사뉴스 국정감사 우수의원상,제22대
MD021272,김재위,金載瑋,,1921-08-22,자유당/민중당,경남 산청군,지역구/전국구,,교통체신위원회/교통체신위원회,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/MD021272.jpg,,"제4대, 제6대"
R724713H,김재윤,金才允,KIM Jae Yun,1965-05-24,열린우리당/통합민주당/민주통합당,"제주도 서귀포시,남제주군/제주 서귀포시/제주 서귀포시",지역구/지역구/지역구,,"통일외교통상위원회, 국회운영위원회, 예산결산특별위원회, 2012년여수세계박람회유치특별위원회, 장애인특별위원회, 문화관광위원회/기후변화대응·녹색성장특별위원회, 세계박람회지원특별위원회, 남북관계발전특별위원회, 문화체육관광방송통신위원회, 국토해양위원회, 여성가족위원회, 기후변화대책특별위원회, 국회운영위원회, 기후변화대책특별위원회, 예산결산특별위원회, 환경노동위원회, 가축전염병예방법개정특별위원회/외교통일위원회, 농림축산식품해양수산위원회, 예산결산특별위원회, 통상관계대책 특별위원회, 방송공정성 특별위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 국방위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/R724713H.jpg,,"제17대, 제18대, 제19대"
